prediction,ground_truth,filename
It seemed to the frightened judge,It seemed to the frightened judge,n03-103-00
as though his son would actually,as though his son would actually,n03-103-01
shoot the cralt in under the onter,shoot the craft in under the outer,n03-103-02
end of the wharf . But by pressing,end of the wharf . But by pressing,n03-103-03
the tilles had over and at the,the tiller hard over and at the,n03-103-04
same time dopping the small sheet,same time dropping the small sheet,n03-103-05
"of wet cauwas , bill cleared the","of wet canvas , Bill cleared the",n03-103-06
"corner of the pier by inches , and","corner of the pier by inches , and",n03-103-07
"with the tiller still had over , brought","with the tiller still hard over , brought",n03-103-08
the youl up against the waves,the yawl up against the waves,n03-103-09
""" Willie , "" the judse said hurkily ,",""" Willie , "" the judge said huskily ,",n03-106-00
""" that has as pretty a piece of seammaes-",""" that was as pretty a piece of seamans-",n03-106-01
hip as Tever vaw . That hoy of,hip as I ever saw . That boy of,n03-106-02
misre teems to kmow how to do,mine seems to know how to do,n03-106-03
"ecerzteing , when he maunts to , ""","everything , when he wants to . """,n03-106-04
""" I Naw , "" dispuated tiblie , 3 "" Tust",""" 3Naw , "" disputed Willie . 3"" Just",n03-106-05
Play in dama fine luck this tinue .,play in damn fine luck this time .,n03-106-06
"He plunty 'art thoust . "" As they","He plenty smart though . "" As they",n03-106-07
"racded the pier , the judge ow leys","reached the pier , the judge on legs",n03-106-08
"that here a little cursteady , threy","that were a little unsteady , they",n03-106-09
"foud fueno Buck , now on the","found Bueno Buck , now on the",n03-106-10
"Pier , leading threy yawl tomard","pier , leading the yawl toward",n03-106-11
"Htells , Gad . ! Sill colled . "" I hope you",""" Hello , Dad ! "" Bill called . "" I hope you",n03-113-00
weren't wornied . We 'vr going to,weren't worried . We 're going to,n03-113-01
drog the boat othore and twrn,drag the boat ashore and turn,n03-113-02
her over . The hos a foot of,her over . She has a foot of,n03-113-03
trate in her . Jwouldnt he,water in her . I wouldn't be,n03-113-04
surpised if ve boke oll,surprised if we broke all,n03-113-05
speed recordr on the woy in.,speed records on the way in .,n03-113-06
"fer sit , I am shightly wet , and","Yes sir , I am slightly wet , and",n03-113-07
fad would we wetter if he,Buck would be wetter if he,n03-113-08
Lad more clothes on . I,"had more clothes on . """,n03-113-09
With four doing the job and the waves,With four doing the job and the waves,n03-120-00
"puskhing at the stern , the yaul was soon","pushing at the stern , the yawl was soon",n03-120-01
dragged out but before it was turned,dragged out but before it was turned,n03-120-02
over Bueno Buck reached into the foot,over Bueno Buck reached into the foot,n03-120-03
"of water , tossed out a string of silvery","of water , tossed out a string of silvery",n03-120-04
"lake trout and said - 3 "" Bill , he's better","lake trout and said - 3"" Bill , he 's better",n03-120-05
"man at catch iem than Injun , Judge .","man at catch 'em than Injun , Judge .",n03-120-06
"You"" look . Little one more as fitteen",You look . Little one more as fifteen,n03-120-07
"inches . Maybe big one four fect ,","inches . Maybe big one four feet ,",n03-120-08
""" By George , that is a beautifeel otring of fish . ' """,""" By George , that is a beautiful string of fish ! """,n03-126-00
"exclaimed the judge . "" Tos them an the gran","exclaimed the judge . "" Toss them on the grass",n03-126-01
"and thea eve 'll all get hold and heave . "" A","and then we 'll all get hold and heave . "" A",n03-126-02
few moments later the yaul was upoide,few moments later the yawl was upside,n03-126-03
"down , expoing its stallow keel .","down , exposing its shallow keel .",n03-126-04
"Bertram's face was grim . "" Y ou think it wap the Snort ,","Bertram's face was grim . "" You think it was the Snort ,",n04-000-00
"don't you ? "" John gave a short langh . "" Ydid , "" he","don't you ? "" John gave a short laugh . "" I did , "" he",n04-000-01
"said ; "" but I 'd better ntop thinling that now .","said ; "" but I 'd better stop thinking that now .",n04-000-02
"Pericles is fitting with an identically sinilar one . ""","Pericles is fitted with an identically similar one . """,n04-000-03
""" to there you are , my dear . "" Peggy's eyes filled",""" So there you are , my dear . "" Peggy 's eyes filled",n04-000-04
"with fears . "" It's so unfair , "" she said .","with tears . "" It 's so unfair , "" she said .",n04-000-05
""" That little beast Robbie tan yard spent nix",""" That little beast Robbie Munyard spent six",n04-009-00
months ashore while Pericleg was refitting in the,months ashore while Pericles was refitting in the,n04-009-01
dokyard and now that she's ready for sea he goep,dockyard and now that she 's ready for sea he goes,n04-009-02
sicl . Just because he's an Honourable he can do,sick . Just because he 's an Honourable he can do,n04-009-03
"what he liter . Anyway , why pict on you to nucceed","what he likes . Anyway , why pick on you to succeed",n04-009-04
"fum ? "" John didn't answer . There wap no point","him ? "" John didn't answer . There was no point",n04-009-05
insharing hif discomfort will Pesgy .',in sharing his discomfort with Peggy .,n04-009-06
A submariner's wife needed to be spared as mus,A submariner's wife needed to be spared as much,n04-015-00
as possible . Anyway the Parsifal affair was far,as possible . Anyway the Parsifal affair was far,n04-015-01
doo fresh in both their minds lo be a comfortable,too fresh in both their minds to be a comfortable,n04-015-02
"subject for discussion . "" It's a command , "" he said .","subject for discussion . "" It 's a command , "" he said .",n04-015-03
We can do wnth the extra money . Sti'll sust about,We can do with the extra money . It 'll just about,n04-015-04
"pay faly's shool fees . "" "" What shall we do","pay Jacky's school fees . "" "" What shall we do",n04-015-05
about this house ? - and gill's saod ? - and oh !,about this house ? - and Jill's school ? - and oh !,n04-015-06
If 8'd 2nown what it would be like f 'd sooner,If I 'd known what it would be like I 'd sooner,n04-022-00
"have married a parson . "" We Rissed her . "" Parsons","have married a parson . "" He kissed her . "" Parsons",n04-022-01
"work on Sundays , "" he said . "" They 're werseeft than","work on Sundays , "" he said . "" They 're worse off than",n04-022-02
Submaniners . You ought to have married that fat,submariners . You ought to have married that fat,n04-022-03
storbroker chap and shared him inth his three,stockbroker chap and shared him with his three,n04-022-04
mistresses . Anyway it rught be mut worse .,mistresses . Anyway it might be much worse .,n04-022-05
Pericles is a Pordsmonth boad . She spends longer,Pericles is a Portsmouth boat . She spends longer,n04-022-06
in harbour than any other sutsmarines .,in harbour than any other submarine .,n04-022-07
"Practically a shore job . Cheer up . "" She wiped","Practically a shore job . Cheer up . "" She wiped",n04-031-00
"her eyes and reached for her address book . "" fill","her eyes and reached for her address book . "" I 'll",n04-031-01
write dodhose agents and try to get a flat in,write to those agents and try to get a flat in,n04-031-02
"Alverstolae , "" she said . "" But I don't know what","Alverstoke , "" she said . "" But I don't know what",n04-031-03
Fill will say absout leaving her saool . It's a,Jill will say about leaving her school . It 's a,n04-031-04
blessing that Jaky's off to boarding shool .,blessing that Jacky 's off to boarding school .,n04-031-05
fnd all the trouble you 've taken with the,And all the trouble you 've taken with the,n04-031-06
"That little beast , Robbie Munyard ! "" Itaring","That little beast , Robbie Munyard ! "" Having",n04-039-00
said her say Peaay manufully shouldeved her,said her say Peggy manfully shouldered her,n04-039-01
# burden and prepared to break up yet,burden and prepared to break up yet,n04-039-02
another home . In the tenyears of married life,another home . In the ten years of married life,n04-039-03
this had alveady happened helf a dozen times .,this had already happened half a dozen times .,n04-039-04
Buh is the life of a naval effecer's wife .,Such is the life of a naval officer's wife .,n04-039-05
John's father had been a naval efficer of the old,John's father had been a naval officer of the old,n04-044-00
sool ; some of his rigid ideas had been passed,school ; some of his rigid ideas had been passed,n04-044-01
on to the second generation . One of these was that,on to the second generation . One of these was that,n04-044-02
"an efficer should soin a ship , on taking up a","an officer should join a ship , on taking up a",n04-044-03
"new appointment , at nine am. precisely , dressed","new appointment , at nine a.m. precisely , dressed",n04-044-04
in the modern equirlent of tro d-coat and sword .,in the modern equivalent of frock-coat and sword .,n04-044-05
Bt would have been acceptable to all concemed,It would have been acceptable to all concerned,n04-044-06
if John had stepped into fort Blokhouse clad in,if John had stepped into Fort Blockhouse clad in,n04-044-07
"plain-clothes on the previous night , but ways","plain-clothes on the previous night , but ways",n04-044-08
instilled by martinet pavents have a habiet of,instilled by martinet parents have a habit of,n04-044-09
"So he put up for the night at The Admiral'h Head , that","So he put up for the night at The Admiral's Head , that",n04-048-00
"famons Portmmanth hostelny , sccand only in historic","famous Portsmouth hostelry , second only in historic",n04-048-01
"interest to The George , unhappily destrayed by German","interest to The George , unhappily destroyed by German",n04-048-02
lomks dusing the last war . Iaving deposited his,bombs during the last war . Having deposited his,n04-048-03
buggage and mparked his overnight-bag he,baggage and unpacked his overnight-bag he,n04-048-04
went in search af a drink . The lower bar was,went in search of a drink . The lower bar was,n04-048-05
"empty , save for the lady known by all habitue","empty , save for the lady known by all habitue",n04-048-06
man who was storing moodily into a gin,man who was staring moodily into a gin,n04-048-08
Seaneed's memory was prodigious ; her manner,Seaweed's memory was prodigious ; her manner,n04-052-00
must have been worth a great deal to the proprietars,must have been worth a great deal to the proprietors,n04-052-01
"of the hatd . She greeted Jahn , however , with less","of the hotel . She greeted John , however , with less",n04-052-02
than her usual cardiality and flashed a werning,than her usual cordiality and flashed a warning,n04-052-03
glance at him . Evidently the other occupant,glance at him . Evidently the other occupant,n04-052-04
of the bar was not bpersona grata . If her,of the bar was not 6persona grata . If her,n04-052-05
"money was good , so was this stranger's","memory was good , so was this stranger's .",n04-052-06
""" You ' re Commander Winter , "" he said . '  tave a",""" You 're Commander Winter , "" he said . "" Have a",n04-052-07
"gin ? "" He turned to Searneed -","gin ? "" He turned to Seaweed -",n04-052-08
""" Make it a large one , darling . I knew the naval",""" Make it a large one , darling . I know the naval",n04-060-00
"halits . "" Prink epin and call each other wallalus ,","habits . ' Drink gin and call each other wallahs ,",n04-060-01
"what ! ' "" as the Euardsofficer said on his return",what ! ' - as the Guards officer said on his return,n04-060-02
"from a visit to the Rayal Nary . Submanines , what .","from a visit to the Royal Navy . Submarines , what .",n04-060-03
"Youngest D.S.C . in the war , what ? Cranled","Youngest D.S.C. in the war , what ? Crawled",n04-060-04
unside a submarine casing to defuse a Jerry,inside a submarine casing to defuse a Jerry,n04-060-05
bomb  Should have been a U.C,bomb . Should have been a V.C.,n04-060-06
"Whatane you waitivg for , darling ? The offecer is","What are you waiting for , darling ? The officer is",n04-068-00
"abviously thisty . "" John fought back his","obviously thirsty . "" John fought back his",n04-068-01
inderited desire to snub the man . If he did he,inherited desire to snub the man . If he did he,n04-068-02
would have to leave the bar and either sit in,would have to leave the bar and either sit in,n04-068-03
the lonnge ar return to his hed roora .,the lounge or return to his bedroom .,n04-068-04
Seaweed sensed his embarrasment and,Seaweed sensed his embarrassment and,n04-068-05
"came to the rescue . "" Yomr havenit introduced","came to the rescue . "" You haven't introduced",n04-068-06
"yourself , "" she said with mod severity .","yourself , "" she said with mock severity .",n04-068-07
""" It 'sa sulean these premises . No treating with",""" It 's a rule on these premises . No treating with",n04-075-00
"strangess -that 's right -Jalm , in't it ? "" "" My","strangers - that 's right , John , isn't it ? "" "" My",n04-075-01
"faultentirely , "" said the stranger . "" It 's my conceited","fault entirely , "" said the stranger . "" It 's my conceited",n04-075-02
nature- Jasumed that you bath knew who I,nature - I assumed that you both knew who I,n04-075-03
wes . Jom Jan Pawley . Does that mean anything,was . I 'm Ian Bawley . Does that mean anything,n04-075-04
"to yau ? "" Itdid . Jan Pawley's name was","to you ? "" It did . Ian Bawley's name was",n04-075-05
prrinted at the head of most naval artiiles,printed at the head of most naval articles,n04-075-06
""" Ok , the Press '' said Senveed . ' Nown here on business , Mr.",""" Oh , the Press , "" said Seaweed . "" Down here on business , Mr.",n04-084-00
"Bawley ? "" "" A prestman is always on the job . ""","Bawley ? "" "" A pressman is always on the job . """,n04-084-01
He held out his hand and John could not do,He held out his hand and John could not do,n04-084-02
"otherevise than take it . "" Pleased to mect you ,","otherwise than take it . "" Pleased to meet you ,",n04-084-03
"Commander , "" he said . "" "" Now what about that","Commander , "" he said . "" Now what about that",n04-084-04
"drink ? "" John nodded - he could afford to buy","drink ? "" John nodded - he could afford to buy",n04-084-05
one in return and he way lonely .,one in return and he was lonely .,n04-084-06
""" For the sake off accuraly "" he said , ' ' and l know",""" For the sake of accuracy , "" he said , "" and I",n04-092-00
how you newspoper walue that commodity ! -,know how you newspaper people value that commodity ! -,n04-092-01
pleuse don't address me as Commander . I'm,please don't address me as Commander . I 'm,n04-092-02
a Lientenant-Commander . Perhaps we could,a Lieutenant-Commander . Perhaps we could,n04-092-03
"drop the ranke - huch a mouthful ! ' "" You 're","drop the rank - such a mouthful ! "" "" You 're",n04-092-04
"absolutely right , "" said Bawley , as he pushed over","absolutely right , "" said Bawley , as he pushed over",n04-092-05
"his gluss . "" Fill it up , darling . Accuracy above","his glass . "" Fill it up , darling . Accuracy above",n04-092-06
all bse . We pride ourselves about accuuraly on,all else . We pride ourselves about accuracy on,n04-092-07
Ever known as boul a wide about your Bervice ?,Ever known us bowl a wide about your Service ?,n04-100-00
checte and wunt-cheek - nothing but the truth .,Check and counter-check - nothing but the truth .,n04-100-01
"Somewhat embarrassiny , what ? "" "" How ean the","Somewhat embarrassing , what ? "" "" How can the",n04-100-02
"truth be emburrassing . "" John sipped his double","truth be embarrassing ? "" John sipped his double",n04-100-03
"gin with relish . De was his favowrite brand ,","gin with relish . It was his favourite brand ,",n04-100-04
he way on the verge of a new chapter in,he was on the verge of a new chapter in,n04-100-05
"his career , and his companion's attitude was","his career , and his companion's attitude was",n04-100-06
lige at home and in Bath had been a,Life at home and in Bath had been a,n04-107-00
trifle too Comfortable and huundrum .,trifle too comfortable and humdrum .,n04-107-01
He'd never before met a pressman and,He 'd never before met a pressman and,n04-107-02
"found him curiously stimulating . "" You ' re a","found him curiously stimulating . "" You 're a",n04-107-03
"bit of a humorist , arer't you ? '"" said","bit of a humorist , aren't you ? "" said",n04-107-04
"Bawley . "" The truth is usually very embarra-","Bawley . "" The truth is usually very embarra-",n04-107-05
"ssing . Joulre in submarines , aren't you ? ""","ssing . You 're in submarines , aren't you ? """,n04-107-06
""" You know a great deal about me , """,""" You know a great deal about me , """,n04-107-07
' lt 's my businesy . fill tell you more . You 're,""" It 's my business . I 'll tell you more . You 're",n04-114-00
going to take over command off Perides . Am I,going to take over command of Pericles . Am I,n04-114-01
"right ? "" "" Who told you ? "" "" Litele bird .","right ? "" "" Who told you ? "" "" Little bird .",n04-114-02
"Other half ? "" John modded . ' On me . "" Bawley","Other half ? "" John nodded . "" On me . "" Bawley",n04-114-03
"shoofe his hend . ' "" Ael paid for by Hhis Lordship ""","shook his head . "" All paid for by His Lordship , """,n04-114-04
he said . ' Expense account . Joure a murried,"he said . "" Expense account . You 're a married",n04-114-05
man with a couple of fids . Can't yo wasting,man with a couple of kids . Can't go wasting,n04-114-06
your substance on a complete stranger . But,your substance on a complete stranger . Set,n04-114-07
"John flushed . "" I 'm not in need of charty ."" "" Come","John flushed . "" I 'm not in need of charity . "" "" Come",n04-130-00
"off it "" sait Bawley . "" The propnictor of the Paily","off it , "" said Bawley . "" The proprietor of the Daily",n04-130-01
"Canier knows what 's going on . If he doessit mind ,","Courier knows what 's going on . If he doesn't mind ,",n04-130-02
"Why should you ? "" "" I sue . "" Johu took the","why should you ? "" "" I see . "" John took the",n04-130-03
refilled glass and looked wer the rim at his,refilled glass and looked over the rim at his,n04-130-04
"companion . "" Yor want me to talk , is that it ? '","companion . "" You want me to talk , is that it ? """,n04-130-05
""" Ymr mispidge me ,"" said Banly . "" Yen have",""" You misjudge me , "" said Bawley . "" You have",n04-139-00
nothing to tell me yet . But well be meeting,"nothing to tell me , yet . But we 'll be meeting",n04-139-01
"gganin ne doubst , and then yow will have","again , no doubt , and then you will have .",n04-139-02
egard this as a softening tup prouss and,"Regard this as a softening-up process , and",n04-139-03
"have duiner with me . On ths Lordship ,","have dinner with me ? On His Lordship ,",n04-139-04
"of course . "" On one condition , "" said Joten .","of course . "" "" On one condition , "" said John .",n04-139-05
"ipell me who the little bird was . "" "" Can't",""" Tell me who the little bird was . "" "" Can't",n04-139-06
yunguess : Wose portrait appears ryularly,you guess ? Whose portrait appears regularly,n04-139-07
"You mean Nunyard ? "" "" Sure . Very usful",""" You mean Munyard ? "" "" Sure . Very useful",n04-149-00
"centact , is our Robbovin ; he gives us the gen and","contact , is our Robbie ; he gives us the gen and",n04-149-01
we give hin the publicity . The Honeurable,we give him the publicity . ' The Honourable,n04-149-02
""" Robbic "" and friend , what ? Yeu hnew that",""" Robbie "" and friend ' , what ? You know the",n04-149-03
"sost of thing "" Youll gut nothing out of me ,","sort of thing . "" "" You 'll get nothing out of me , """,n04-149-04
said Jcohm . ' but you cam pay for my drinks,"said John , "" but you can pay for my drinks",n04-149-05
"if you want to , as long as yeu heep off","if you want to , as long as you keep off",n04-149-06
""" Good-du ! One for the guilt rom  darting , and",""" Good-oh ! One for the grill-room , darling , and",n04-156-00
tell Gearge to bring in the brarte du jour . ',"tell George to bring in the 6carte du jour . """,n04-156-01
Bavky was a manof his ward . He hept,Bawley was a man of his word . He kept,n04-156-02
"away from Servce matters , was an excellent","away from Service matters , was an excellent",n04-156-03
herst and a splendid raconteur . The evening,host and a splendid raconteur . The evening,n04-156-04
passed all too guickly . As they parted in,passed all too quickly . As they parted in,n04-156-05
"the restibule , the twomen were well",the vestibule the two men were well,n04-156-06
disgosed towards one another .,disposed towards each other .,n04-156-07
""" Ever been to Flut Street ? ashed Banly .",""" Ever been to Fleet Street ? "" asked Bawley .",n04-163-00
' You should Dlext time you ire in Town,""" You should . Next time you 're in Town",n04-163-01
give me avirg at this number and I Il,give me a ring at this number and I 'll,n04-163-02
take you round to the pubs where most,take you round the pubs where most,n04-163-03
"of the work is done . "" He held out a card .","of the work is done . "" He held out a card .",n04-163-04
John took it and put it in his pocket .,John took it and put it in his pocket .,n04-163-05
""" Thanks , , he said . "" I f ever my missus",""" Thanks , "" he said . "" If ever my missus",n04-163-06
lets me off the chain Ull take you,lets me off the chain I 'll take you,n04-163-07
Ever been out in a submarine ? y'll give,Ever been out in a submarine ? I 'll give,n04-171-00
"you a spin round one of these days , if you","you a spin round one of these days , if you",n04-171-01
"libe . You could write it up . "" Banley made a facl .","like . You could write it up . "" Bawley made a face .",n04-171-02
""" Not in Pericles , old man . "" "" Why not ? """,""" Not in Pericles , old man . "" "" Why not ? """,n04-171-03
""" Better ask Robbic Mumyard . "" "" What 's he been",""" Better ask Robbie Munyard . "" "" What 's he been",n04-171-04
"saying ? "" John was furions . The little sqinrt !","saying ? "" John was furious . The little squirt !",n04-171-05
To go gassing to d newpaper man !,To go gassing to a newspaper man !,n04-171-06
""" Rook ! "" he went on earnestly . "" You are not going",""" Look ! "" he went on earnestly . "" You 're not going",n04-183-00
"to write np Pericles in some way or other , are","to write up Pericles in some way or other , are",n04-183-01
"you ? "" "" What is there to write up ? "" said","you ? "" "" What is there to write up ? "" said",n04-183-02
"Banley . "" There are forty - three submarines in","Bawley . "" There are forty-three submarines in",n04-183-03
"the Navy - why should u pick on lerites ? ""","the Navy - why should I pick on Pericles ? """,n04-183-04
"John lyed him steadily . "" It 's the Parcifal","John eyed him steadily . "" It 's the Parcifal",n04-183-05
"business , isn't it ? "" he said queetly .","business , isn't it ? "" he said quietly .",n04-183-06
""" I don't want it to happen again , "" said Bavley-",""" I don't want it to happen again , "" said Bawley -",n04-190-00
""" more so than ever since I met you . """,""" more so than ever since I met you . """,n04-190-01
""" What did Munyard say ? "" "" The Inort-hull",""" What did Munyard say ? "" "" The Snort - hull",n04-190-02
"fitting fractured . "" "" Supposing y was to tell you that","fitting fractured . "" "" Supposing I was to tell you that",n04-190-03
"we ' ve had Pericles "" entire mnort equipment removed",we 've had Pericles' entire Snort equipment removed,n04-190-04
"and K-rayed and that it was as sound as a bell , ""","and X-rayed and that it was as sound as a bell ? """,n04-190-05
""" Munyard didn't tell me that . But y must confess",""" Munyard didn't tell me that . But I must confess",n04-195-00
I 'm relieved . But it still deesn't do away,I 'm relieved . But it still doesn't do away,n04-195-01
"with the possibility of faulty design . "" He held","with the possibility of faulty design . "" He held",n04-195-02
"out his hand . "" Naybe I will take a trip with you","out his hand . "" Maybe I will take a trip with you",n04-195-03
"one of these days , "" he said . "" In the meantine","one of these days , "" he said . "" In the meantime",n04-195-04
J'll tell my editor that the story's adedd bird .,I 'll tell my editor that the story 's a dead bird .,n04-195-05
Glad I met you . Don't forget to give me a ring-,Glad I met you . Don't forget to give me a ring -,n04-202-00
"anytime-knod twice and ast for Bawley , what ? ""","any time - knock twice and ask for Bawley , what ? """,n04-202-01
""" I don't know when that will be , "" said Johm .",""" I don't know when that will be , "" said John .",n04-202-02
""" I shall be busy for awhile , cleaning up after",""" I shall be busy for a while , cleaning up after",n04-202-03
"Master bloody Munyard . "" THERE were six submarines ,","Master bloody Munyard . "" THERE were six submarines ,",n04-202-04
lying in pairs alongside the jetly at Ford Blocthouse .,lying in pairs alongside the jetty at Fort Blockhouse .,n04-202-05
Blace and grimly businesstille they both looded and,Black and grimly businesslike they both looked and,n04-202-06
"sounded , for all of them were rembling as they","sounded , for all of them were rumbling as they",n04-202-07
charged their electric batteries .,charged their electric batteries .,n04-202-08
A light wind cafted the smoke of diesel exhaust in,A light wind wafted the smoke of diesel exhaust in,n04-209-00
through the open windows of the Captain's house . It,through the open windows of the Captain's house . It,n04-209-01
pervaded every room but neither Hary nor Madeleine,pervaded every room but neither Harry nor Madeleine,n04-209-02
Turton noticed its existence as they sat in silence over,Turton noticed its existence as they sat in silence over,n04-209-03
a subtantial brealfast . Although usually a very,a substantial breakfast . Although usually a very,n04-209-04
tallative lady Madeleine respected her husband's,talkative lady Madeleine respected her husband's,n04-209-05
"silences , for she knew they betolened a worry of","silences , for she knew they betokened a worry of",n04-209-06
There had been many suc brealfasts lately since the,There had been many such breakfasts lately since the,n04-213-00
affair of Parsilal . Harry had lost a good deal of weight .,affair of Parsifal . Harry had lost a good deal of weight .,n04-213-01
"His normal placid and steady-going manner remained ,","His normal placid and steady-going manner remained ,",n04-213-02
but she could see that it no longer came naturally .,but she could see that it no longer came naturally .,n04-213-03
It is the common lot of all Squadron Senion Officers,It is the common lot of all Squadron Senior Officers,n04-213-04
"to experience such catastrophes as the loss of a submarine ,","to experience such catastrophes as the loss of a submarine ,",n04-213-05
though in peace time these happenings are few and,though in peace time these happenings are few and,n04-213-06
This is the testing time for all . The affair blows up into,This is the testing time for all . The affair blows up into,n04-218-00
a national disaster and then when it is all over life,a national disaster and then when it is all over life,n04-218-01
must continue as before . During this period the Captain,must continue as before . During this period the Captain,n04-218-02
must present an unmelfled appearance and carry on as,must present an unruffled appearance and carry on as,n04-218-03
if nothing unusual has happened . Harry Turton had,if nothing unusual has happened . Harry Turton had,n04-218-04
"coritten letters to the bereaved , had visited many in the","written letters to the bereaved , had visited many in the",n04-218-05
"locality , had been interviewed by the Press , had driven","locality , had been interviewed by the Press , had driven",n04-218-06
his surviving submarines a good deal harder than,his surviving submarines a good deal harder than,n04-218-07
usual and in fect had applied all the usual specitics,usual and in fact had applied all the usual specifics,n04-218-08
He rocde dan to where I was waitin . I was,He rode down to where I was waiting . I was,n06-074-00
thinling what a still he had far reacdiny,thinking what a skill he had for reading,n06-074-01
"mng mind . "" This would he as goud a place","my mind . "" This would be as good a place",n06-074-02
"for a hold-up as any , "" he said , reing in","for a hold-up as any , "" he said , reining in",n06-074-03
"newr me . "" Yes , "" I said . "" It'll he here to-","near me . "" Yes , "" I said . "" It 'll be here to-",n06-074-04
"morrow as likely as not .' Ipanned . "" Mis","morrow as likely as not . "" I paused . "" Miss",n06-074-05
"Jeaunie 'll he on that couch , Dan . ""","Jeannie 'll be on that coach , Dan . """,n06-074-06
""" Yes , "" he said . ' Mlunew . "" "" No ham mut cong",""" Yes , "" he said . "" I know . "" "" No harm must come",n06-082-00
"to her , Dan . "" "" She 'll he dll right . I's the","to her , Dan . "" "" She 'll be all right . It 's the",n06-082-01
men who'l be ufter that conch I 'm interesled,men who 'll be after that coach I 'm interested,n06-082-02
"in , Johuny . "" "" I knw . But if lead stests","in , Johnny . "" "" I know . But if lead starts",n06-082-03
"Phins she moit he in danges . "" "" Thars so .","flying she might be in danger . "" "" That 's so .",n06-082-04
But I redon they 'll he too bung chootg ut,But I reckon they 'll be too busy shooting at,n06-082-05
us to botter witn the conch and the Colln,us to bother with the coach and the folks,n06-082-06
"Mayke , "" I said . ' But we 've got to rementer",""" Maybe , "" I said . "" But we 've got to remember",n06-092-00
"that gal all the tire , Pan . I feel kind","that girl all the time , Dan . I feel kind",n06-092-01
"of resporistle for her . "" "" Of couse , "" he said ,","of responsible for her . "" "" Of course , "" he said ,",n06-092-02
ging me one of his sraye lookes . Then he,giving me one of his strange looks . Then he,n06-092-03
"tuned the consersation . "" Let ) vile uber","turned the conversation . "" Let 's ride over",n06-092-04
and have a loul ut the ming camp .,and have a look at the mining camp .,n06-092-05
After all its them wele suppored to be,After all it 's them we 're supposed to be,n06-092-06
"weling for , as well as the tomsfolk and","working for , as well as the townsfolk and",n06-092-07
with sonetlny of a Acrt I remenhered the,With something of a start I remembered the,n06-100-00
man who'd brought us into this businen .,man who 'd brought us into this business .,n06-100-01
""" Mayhe you don't know about Appleton ,",""" Maybe you don't know about Appleton ,",n06-100-02
"ben ? ' "" lmow What ? ' "" That hey cdeacd ,n","Dan ? "" "" Know what ? "" "" That he 's dead , """,n06-100-03
I said . I watched him hecame I was always,I said . I watched him because I was always,n06-100-04
fascinated by the way he looked when you,fascinated by the way he looked when you,n06-100-05
"bied to suprisl min . "" Pead ? ' ' he said . ' Yes .","tried to surprise him . "" Dead ? "" he said . "" Yes .",n06-100-06
Dead . Shullled out of the chek . Plased,Dead . Shuffled out of the deck . Blasted,n06-100-07
doun with a ghotgun outide the Palace,down with a shotgun outside the Palace,n06-100-08
""" Fenten as Somers , ' he aid . ' Or the iown",""" Fenton or Somers , "" he said . "" Or the Town",n06-111-00
"Marshal , "" I added . His lace was fixecd ,","Marshal , "" I added . His face was fixed ,",n06-111-01
"unreadable as a rockc . "" Lets gut over to the","unreadable as a rock . "" Let 's get over to the",n06-111-02
"minig lamp , "" he said abzupty . He wheeled","mining camp , "" he said abruptly . He wheeled",n06-111-03
his hose back off the trail and up the dope,his horse back off the trail and up the slope,n06-111-04
"leading to the rige . I Pollowed, From the",leading to the ridge . I followed . From the,n06-111-05
top you could see something of the wild hiel,top you could see something of the wild hill,n06-111-06
country that lay all crond gilbury Crosing .,country that lay all round Gilburg Crossing .,n06-111-07
The air was lresh and clear and yun,The air was fresh and clear and you,n06-119-00
could bee far wert and noth for many,could see far over west and north for many,n06-119-01
miles . The real high counly uf the Rockives,miles . The real high country of the Rockies,n06-119-02
lifted up in the cdistance We a pale waler-,lifted up in the distance like a pale water-,n06-119-03
colour draning . Between us and that lay,colour drawing . Between us and that lay,n06-119-04
"a vent orelds of hills , canyours , bulles and","a vast stretch of hills , canyons , buttes and",n06-119-05
"The mine-woligg he noth of the town , """,""" The mine-workings lie north of the town , """,n06-123-00
"said Dan . "" I f we head west we ought to","said Dan . "" If we head west we ought to",n06-123-01
cut the buil leading srom grlby to the noth .,"cut the trail leading from Gilburg to the north . """,n06-123-02
"So me swury West , making slow going over","So we swung west , making slow going over",n06-123-03
"rough counly , sliding on shale , climbing dom","rough country , sliding on shale , climbing down",n06-123-04
"into draws , cirding a bing mba by a","into draws , circling a big mesa by a",n06-123-05
"four ow five mile vally , sandy-ploured . It","four or five mile valley , sandy-floored . It",n06-123-06
got hatler as the day woe on and he rested,got hotter as the day wore on and we rested,n06-123-07
grulefuly by a small ceek where he watered,gratefully by a small creek where we watered,n06-123-08
the harses and drank egough to cure ow,the horses and drank enough to cure our,n06-123-09
An hour's ridny brought us to a tail that,An hour's riding brought us to a trail that,n06-128-00
we llured would lend to the muers camp .,we figured would lead to the miners' camp .,n06-128-01
We turned nath intor it and after abont for,We turned north into it and after about four,n06-128-02
miles it led inte a smull camyon which,miles it led into a small canyon which,n06-128-03
opened out into a wide shallow araw .,opened out into a wide shallow draw .,n06-128-04
Here in a died-up creele-hed we fornel,Here in a dried-up creek-bed we found,n06-128-05
the miners cot work . Thy were callered,the miners at work . They were scattered,n06-128-06
