prediction,ground_truth,filename
"wild ourprise . "" I diden't lear you . To your","mild surprise . "" I didn't hear you . Do you",n03-082-03
she that fod boy of mine ant there on,see that fool boy of mine out there on,n03-082-04
"the lalee ? "" S "" I see hine . Yon don't need","the lake ? "" 3"" I see him . You don't need",n03-082-05
"worry , Judgs . Bng wind lilce that con't","worry , Judge . Big wind like that can't",n03-082-06
"Bill is good man , and Breno Buckkis sosed on take .","Bill is good man , and Bueno Buck is raised on lake .",n03-091-00
"He no drown , too . Him , his mother throw him into","He no drown , too . Him , his mother throw him into",n03-091-01
Water to make him sawim when he il Yewm .,water to make him swim when he is born .,n03-091-02
"Mayse so Bill , he can siim that jood , too . ""","Maybe so Bill , he can swim that good , too . """,n03-091-03
"The yarl , riding the high waves with an ais that","The yawl , riding the high waves with an air that",n03-091-04
"mnight have made an oecan tiner euviov s , seemed","might have made an ocean liner envious , seemed",n03-091-05
prepared to make a safe though violent landing,prepared to make a safe though violent landing,n03-091-06
when therre came a sudden goost gust of wind,when there came a sudden gust of wind,n03-091-07
""" thy God .! "" the judge cied out . "" The boy",""" My God ! "" the judge cried out . "" The boy",n03-097-00
is going to try to make a lndig on the,is going to try to make a landing on the,n03-097-01
"weather side of that pier .! He 'll sreck ! ""","weather side of that pier ! He 'll wreck ! """,n03-097-02
"Killie kim was speedtess , only his vlant","Willie Kim was speechless , only his slant",n03-097-03
black eyes shosing any emonon . With a,black eyes showing any emotion . With a,n03-097-04
"quick shift of tiler , and at the same time","quick shift of tiller , and at the same time",n03-097-05
jibbing the boom to shid he had the,jibbing the boom to which he had the,n03-097-06
"stay rope fastened , bill made the","stay rope fastened , Bill made the",n03-097-07
Ht seemed to the frightened judge,It seemed to the frightened judge,n03-103-00
as lhough his soe would actually,as though his son would actually,n03-103-01
shoot the caft in undes the outes,shoot the craft in under the outer,n03-103-02
end of the what . But by piessing,end of the wharf . But by pressing,n03-103-03
whe titlles houd over and at the,the tiller hard over and at the,n03-103-04
same time dopping the small sheet,same time dropping the small sheet,n03-103-05
"of wet cauwas , Bill cleared the","of wet canvas , Bill cleared the",n03-103-06
"corher of the pies by incles , and","corner of the pier by inches , and",n03-103-07
"with the tiller still had over , brouglt","with the tiller still hard over , brought",n03-103-08
the youl up against the waves,the yawl up against the waves,n03-103-09
""" Willie , "" the jud ge said herskily ,",""" Willie , "" the judge said huskily ,",n03-106-00
""" that meas as pretty a piece of Malnaer-",""" that was as pretty a piece of seamans-",n03-106-01
hip ar 3ever vaw . Thst hoy of,hip as I ever saw . That boy of,n03-106-02
uniorl Jeeums to knouw houw to do,mine seems to know how to do,n03-106-03
"eergteing , When he mant to . ""","everything , when he wants to . """,n03-106-04
"""  Naw , "" dispuated Nillic , 3? ' Sust",""" 3Naw , "" disputed Willie . 3"" Just",n03-106-05
play in danmsm fine luck this tieme .,play in damn fine luck this time .,n03-106-06
"He plunty uuart though . "" As they","He plenty smart though . "" As they",n03-106-07
"Kached thre pier , the judge ow lgs","reached the pier , the judge on legs",n03-106-08
"that were a little unsteady , threy","that were a little unsteady , they",n03-106-09
"faunl fuemo Buck , now an the","found Bueno Buck , now on the",n03-106-10
"piev , leading threy yawl toward","pier , leading the yawl toward",n03-106-11
"Hollo , Jock ! "" Sill called . "" I hope you",""" Hello , Dad ! "" Bill called . "" I hope you",n03-113-00
weren't wonried . We 'e going to,weren't worried . We 're going to,n03-113-01
droy the boat oishone and torn,drag the boat ashore and turn,n03-113-02
her over . The hos a foot of,her over . She has a foot of,n03-113-03
trate in Ner . Inouln 't he,water in her . I wouldn't be,n03-113-04
Surpised if we brote oll,surprised if we broke all,n03-113-05
gaeed secordsr on the woy in .,speed records on the way in .,n03-113-06
"fer sit , I aun shightly wet , and","Yes sir , I am slightly wet , and",n03-113-07
fac would be wles if he,Buck would be wetter if he,n03-113-08
"Lad more otlin ws . ""","had more clothes on . """,n03-113-09
With four doing the jols and the waves,With four doing the job and the waves,n03-120-00
"pusiching at the stern , the yaul was soon","pushing at the stern , the yawl was soon",n03-120-01
dragged out but before it was turned,dragged out but before it was turned,n03-120-02
over Bueno Buck reached into the foot,over Bueno Buck reached into the foot,n03-120-03
"of water , tossed out a string of silery","of water , tossed out a string of silvery",n03-120-04
"lake trout and said - 3 ""sill , he's better","lake trout and said - 3"" Bill , he 's better",n03-120-05
"man at catch "" em than njun, Judge .","man at catch 'em than Injun , Judge .",n03-120-06
You look . Little one more as fifteen,You look . Little one more as fifteen,n03-120-07
"inches . Maybe big one four feet ,","inches . Maybe big one four feet ,",n03-120-08
"By Garge , that is a buautifel otring of first ! """,""" By George , that is a beautiful string of fish ! """,n03-126-00
"exctained the juclge . "" Ton therm on the gran","exclaimed the judge . "" Toss them on the grass",n03-126-01
"and then we'll all get holl and heave . "" A","and then we 'll all get hold and heave . "" A",n03-126-02
few moments later the yaull was apoide,few moments later the yawl was upside,n03-126-03
"down , exposing its shallow teel .","down , exposing its shallow keel .",n03-126-04
"Bertran's face was grim . "" Y ou think it wap the Smert ,","Bertram's face was grim . "" You think it was the Snort ,",n04-000-00
"don't you ! "" Joln garia short laugh . "" Idid : "" he","don't you ? "" John gave a short laugh . "" I did , "" he",n04-000-01
"said ; "" but I ' better stop thinking that now .","said ; "" but I 'd better stop thinking that now .",n04-000-02
Periclp is fitting with an identically sinilar one . ',"Pericles is fitted with an identically similar one . """,n04-000-03
"' to there you ase , my dear . "" Peggy's eyes filled",""" So there you are , my dear . "" Peggy 's eyes filled",n04-000-04
"with tars . "" It 's sounfair , "" she naid .","with tears . "" It 's so unfair , "" she said .",n04-000-05
""" That little beast Robbic than yard rpent six",""" That little beast Robbie Munyard spent six",n04-009-00
months ashore while Pericls was refitting in the,months ashore while Pericles was refitting in the,n04-009-01
dockyard and now tat ske's ready for nea he goep,dockyard and now that she 's ready for sea he goes,n04-009-02
sicl . Just because he's an Honourable he can alo,sick . Just because he 's an Honourable he can do,n04-009-03
"what he litos . Anyway , why picl on you to succeed","what he likes . Anyway , why pick on you to succeed",n04-009-04
"frum ?! "" joln didn't ansver . There wap no point","him ? "" John didn't answer . There was no point",n04-009-05
an sharing hip discomfort will Paggy . ',in sharing his discomfort with Peggy .,n04-009-06
A sutmariner's wife needed to be spared as muh,A submariner's wife needed to be spared as much,n04-015-00
as pessible . Rnyway the Parsiulal affair was far,as possible . Anyway the Parsifal affair was far,n04-015-01
too fresh in both their minds to be a comfortabsle,too fresh in both their minds to be a comfortable,n04-015-02
"subgect for discussion . "" Hts a command , "" he said .","subject for discussion . "" It 's a command , "" he said .",n04-015-03
We can do with the extia money . It 'll sust about,We can do with the extra money . It 'll just about,n04-015-04
"pay Jarry's sclool Jees . "" "" What shall we do","pay Jacky's school fees . "" "" What shall we do",n04-015-05
about this house ) - and Yill's schod ? - and on . ',about this house ? - and Jill's school ? - and oh !,n04-015-06
It 9ld known what it would fe like o ld seoner,If I 'd known what it would be like I 'd sooner,n04-022-00
"have married a parson . "" Ide Riseedher . "" Parsons","have married a parson . "" He kissed her . "" Parsons",n04-022-01
"work on Sundays , "" he sand . "" They 're werse o ff than","work on Sundays , "" he said . "" They 're worse off than",n04-022-02
submariners . You ought to have married that fat,submariners . You ought to have married that fat,n04-022-03
stoebroker chas and shared him wnth his three,stockbroker chap and shared him with his three,n04-022-04
mistresses . Anyway it wught be mud varse .,mistresses . Anyway it might be much worse .,n04-022-05
Pericles is a forlsmanth beat . She spends longer,Pericles is a Portsmouth boat . She spends longer,n04-022-06
in harbour than any other sulmarines .,in harbour than any other submarine .,n04-022-07
"Rractically a shore jobs . Cheer uys . "" She wiped","Practically a shore job . Cheer up . "" She wiped",n04-031-00
"her eyes and reached f or her address boook , "" 9Ill","her eyes and reached for her address book . "" I 'll",n04-031-01
write to those agents and try to get a flat iin,write to those agents and try to get a flat in,n04-031-02
"Rlverstokee , "" she said . "" But B don't Rnow what","Alverstoke , "" she said . "" But I don't know what",n04-031-03
gill will eay aboout leaving her schrool . It's a,Jill will say about leaving her school . It 's a,n04-031-04
blessing that nacly's off to boarding sclool .,blessing that Jacky 's off to boarding school .,n04-031-05
and all the houble you ' re taken with the,And all the trouble you 've taken with the,n04-031-06
"that little beast , Robbie Hunyard ! "" Iaving","That little beast , Robbie Munyard ! "" Having",n04-039-00
Said her say Pegay manufully shouldeved her,said her say Peggy manfully shouldered her,n04-039-01
brother burden and prepared to boreat us wet,burden and prepared to break up yet,n04-039-02
another home . In the tenyears of married life,another home . In the ten years of married life,n04-039-03
this had alveady happened half a dozen times .,this had already happened half a dozen times .,n04-039-04
Sucd is the life of a naval officer's wife .,Such is the life of a naval officer's wife .,n04-039-05
John's father had been a naral efficer of the old,John's father had been a naval officer of the old,n04-044-00
scdool ; some of his rigid ideas had been passed,school ; some of his rigid ideas had been passed,n04-044-01
onto the second generation . One of these was that,on to the second generation . One of these was that,n04-044-02
"an efficer shoulld join a ship , on taking up a","an officer should join a ship , on taking up a",n04-044-03
"new appointment , at nine am. precisely , dressed","new appointment , at nine a.m. precisely , dressed",n04-044-04
in the modern equivadent of to-coat and sword .,in the modern equivalent of frock-coat and sword .,n04-044-05
It would have been acceptable to all concerned,It would have been acceptable to all concerned,n04-044-06
if John had stepped into Fort Blochouse clad in,if John had stepped into Fort Blockhouse clad in,n04-044-07
"plain-dlothes on the previous night , bout ways","plain-clothes on the previous night , but ways",n04-044-08
instilled by marfinet parents have a habit of,instilled by martinet parents have a habit of,n04-044-09
"So he put up for the nught at The Aadmiralh bead , that","So he put up for the night at The Admiral's Head , that",n04-048-00
"famous Portrmaith horteny , secand only in bistoric","famous Portsmouth hostelry , second only in historic",n04-048-01
"interet to the Gearge , unhappily destrayed by German","interest to The George , unhappily destroyed by German",n04-048-02
lomls dusing the last war . Having deposited his,bombs during the last war . Having deposited his,n04-048-03
baggage and umpashed his overnight-beg he,baggage and unpacked his overnight-bag he,n04-048-04
ment in search ofa driste . The lower blar was,went in search of a drink . The lower bar was,n04-048-05
"empty , save for the lady lenown by all hahitue","empty , save for the lady known by all habitue",n04-048-06
man who was storing moodily into a gin,man who was staring moodily into a gin,n04-048-08
"Seaweed's momory was prodigious , her manner",Seaweed's memory was prodigious ; her manner,n04-052-00
must hare heen worth a great deal to the proprietos,must have been worth a great deal to the proprietors,n04-052-01
"of the hoter . She greeted Jahn , however , with less","of the hotel . She greeted John , however , with less",n04-052-02
than her usual cardiality and flashed a waming,than her usual cordiality and flashed a warning,n04-052-03
Glance at him . Evidently the other occupant,glance at him . Evidently the other occupant,n04-052-04
of the bar was not Epersona ggrata . If her,of the bar was not 6persona grata . If her,n04-052-05
"money was good , so was this stranger's","memory was good , so was this stranger's .",n04-052-06
""" Yacu 'se Commander Winter "" he said . ' Itave a",""" You 're Commander Winter , "" he said . "" Have a",n04-052-07
"gin ? "" He Surned to Seaneed -","gin ? "" He turned to Seaweed -",n04-052-08
""" Make it a lange aose , dasting . I Senow the naral",""" Make it a large one , darling . I know the naval",n04-060-00
"halits . "" Phrise goin and call each otler wallates ,","habits . ' Drink gin and call each other wallahs ,",n04-060-01
what ' - as the Cewards officer said on his netern,what ! ' - as the Guards officer said on his return,n04-060-02
"from a visit to the Rayal Marvy . Sulmanines , what .","from a visit to the Royal Navy . Submarines , what .",n04-060-03
"Youngest D.S.C . in the was , what ? Crawbed","Youngest D.S.C. in the war , what ? Crawled",n04-060-04
iside a sulmarine casing to defuse a Jerry,inside a submarine casing to defuse a Jerry,n04-060-05
homb . Should have bheen a NC,bomb . Should have been a V.C.,n04-060-06
"Whatare you waiting for , darling ? The offecor is","What are you waiting for , darling ? The officer is",n04-068-00
"abviausly Shirsty . "" Jote fought hack his","obviously thirsty . "" John fought back his",n04-068-01
interited desise to sue the man . If he did he,inherited desire to snub the man . If he did he,n04-068-02
would have to leave the har and either sit in,would have to leave the bar and either sit in,n04-068-03
the lange ar eturm to his hed moarw .,the lounge or return to his bedroom .,n04-068-04
Seaweed sonsed this emlarnasxment cind,Seaweed sensed his embarrassment and,n04-068-05
"came to the nesome . "" Yove harenit introduved","came to the rescue . "" You haven't introduced",n04-068-06
"yourself , "" she said with mae severity .","yourself , "" she said with mock severity .",n04-068-07
""" It 'sa mule am these premises . Ao treeding with",""" It 's a rule on these premises . No treating with",n04-075-00
"strangen - that '"" sight-Jalm , in't it ? "" "" My","strangers - that 's right , John , isn't it ? "" "" My",n04-075-01
"fault entiely , "" said the stanger . ' It 's my conceitca","fault entirely , "" said the stranger . "" It 's my conceited",n04-075-02
nature -Iasumed that you bath heneser who I,nature - I assumed that you both knew who I,n04-075-03
was . Iam Jan Bawley . Does that mean anything,was . I 'm Ian Bawley . Does that mean anything,n04-075-04
"toyan ? "" Itdid . Ian Bawley's mame has","to you ? "" It did . Ian Bawley's name was",n04-075-05
printed attle head of mast naral arhiles,printed at the head of most naval articles,n04-075-06
""" Oh , the Press , "" said Benweed . "" fown here on businers , Mr.",""" Oh , the Press , "" said Seaweed . "" Down here on business , Mr.",n04-084-00
"Bawley ? "" A pressman is always on the got . ""","Bawley ? "" "" A pressman is always on the job . """,n04-084-01
He feld out his hand and John could not do,He held out his hand and John could not do,n04-084-02
"otherevise than take it . "" Pleased to snect you ,","otherwise than take it . "" Pleased to meet you ,",n04-084-03
"Commander , "" fe said . "" Now what about that","Commander , "" he said . "" Now what about that",n04-084-04
"drinte ? "" Johon nodded o- he could afford to buy","drink ? "" John nodded - he could afford to buy",n04-084-05
one in return and he wars lonely .,one in return and he was lonely .,n04-084-06
""" For the soke of accuracy . "" he said , ' and I Pnow",""" For the sake of accuracy , "" he said , "" and I",n04-092-00
houw you newspaper walue that commodity ! -,know how you newspaper people value that commodity ! -,n04-092-01
plense dorit address me as Commander . A 'm,please don't address me as Commander . I 'm,n04-092-02
A ientement -Commander . Perhaps we could,a Lieutenant-Commander . Perhaps we could,n04-092-03
"drop the rainte  such a mouthful ! "" "" You 're","drop the rank - such a mouthful ! "" "" You 're",n04-092-04
"absolutely right . ' said Banlay , as he pushecd over","absolutely right , "" said Bawley , as he pushed over",n04-092-05
"his gluss . "" Fill it up , darling . Accracy above","his glass . "" Fill it up , darling . Accuracy above",n04-092-06
all olse . We pride ourselves about accraty on,all else . We pride ourselves about accuracy on,n04-092-07
Ever kenown us bouwl a wide about your Berrice ?,Ever known us bowl a wide about your Service ?,n04-100-00
Cherte and count-cheete - notking but the tructh,Check and counter-check - nothing but the truth .,n04-100-01
"Bomeuwtut embarrassiny , what "" "" Hlow can the","Somewhat embarrassing , what ? "" "" How can the",n04-100-02
"truch be embarrossing "" Jotin sipped his double","truth be embarrassing ? "" John sipped his double",n04-100-03
"gin with rotish . Se was his farorile brand ,","gin with relish . It was his favourite brand ,",n04-100-04
he way ore the verge of a new chapter in,he was on the verge of a new chapter in,n04-100-05
"his career , and his companion's atlitude was","his career , and his companion's attitude was",n04-100-06
bile at home and in Bath had been o,Life at home and in Bath had been a,n04-107-00
trifee too comfortable and hurndram .,trifle too comfortable and humdrum .,n04-107-01
Heih never before met a pressman and,He 'd never before met a pressman and,n04-107-02
"found him curiously stimulating . "" Youwre a","found him curiously stimulating . "" You 're a",n04-107-03
"bit of a humorist , arent your . ? ' said","bit of a humorist , aren't you ? "" said",n04-107-04
"Bawtay . "" The truth is usually very embarra-","Bawley . "" The truth is usually very embarra-",n04-107-05
"ssing . Douire in submarines , aren't you r ""","ssing . You 're in submarines , aren't you ? """,n04-107-06
""" You fenor a great deal about me , """,""" You know a great deal about me , """,n04-107-07
""" les my business . fiee tell you more . Youire",""" It 's my business . I 'll tell you more . You 're",n04-114-00
going to take over command of pericles . Am I,going to take over command of Pericles . Am I,n04-114-01
"right ? "" Who told you ? "" ' mfiele bird .","right ? "" "" Who told you ? "" "" Little bird .",n04-114-02
"Ocher falp ? ""' John modded . "" On me . "" Pawlay","Other half ? "" John nodded . "" On me . "" Bawley",n04-114-03
"shoote his hend . "" All paid for by Mis Lordship . ""","shook his head . "" All paid for by His Lordship , """,n04-114-04
"he said . "" Expense acount . You're a married","he said . "" Expense account . You 're a married",n04-114-05
man with a couple of feids . Cant yo wusting,man with a couple of kids . Can't go wasting,n04-114-06
your substance on a complete stranger . Bet,your substance on a complete stranger . Set,n04-114-07
"wJohen flushed . ' I 'm not in meed of cherity . "" Corme","John flushed . "" I 'm not in need of charity . "" "" Come",n04-130-00
"of Ii suil Banwley . "" The propricter of the Paily","off it , "" said Bawley . "" The proprietor of the Daily",n04-130-01
"Canier knows what's garng on . If he docont mind ,","Courier knows what 's going on . If he doesn't mind ,",n04-130-02
"why should yon ? "" "" I sre. Oohou took the","why should you ? "" "" I see . "" John took the",n04-130-03
iefothed plass and looted ever the vin at his,refilled glass and looked over the rim at his,n04-130-04
"comparnion . '"" Yfon want me to talkk , is that it m '""","companion . "" You want me to talk , is that it ? """,n04-130-05
""" Yeu misidfe oe , said Bawly "" Yen have",""" You misjudge me , "" said Bawley . "" You have",n04-139-00
eothing to tell me yet . But well be mecting,"nothing to tell me , yet . But we 'll be meeting",n04-139-01
"gjauls wse wutd, aed then soe wild mre","again , no doubt , and then you will have .",n04-139-02
yurd this as a soffening up grouss and,"Regard this as a softening-up process , and",n04-139-03
"have duiner with me . On ths Lordship ,","have dinner with me ? On His Lordship ,",n04-139-04
"o course : "" On ene condition , "" said wohn .","of course . "" "" On one condition , "" said John .",n04-139-05
"WTcll me who the tittle bird was . "" Canst",""" Tell me who the little bird was . "" "" Can't",n04-139-06
yeurguess ? Wese portrait appears reyulorlny,you guess ? Whose portrait appears regularly,n04-139-07
"fou meare Alumgard ? "" "" Sure . teny useful",""" You mean Munyard ? "" "" Sure . Very useful",n04-149-00
"centact , is our Roblre ; he grives us the geu and","contact , is our Robbie ; he gives us the gen and",n04-149-01
we guie hvin the gubslicity . ' The Neneurable,we give him the publicity . ' The Honourable,n04-149-02
"Robsbre "" and friend ; what ? Yore hnew that",""" Robbie "" and friend ' , what ? You know the",n04-149-03
"sont of thwing . "" Yoitl gut nothing out of -me ,","sort of thing . "" "" You 'll get nothing out of me , """,n04-149-04
"said Jotn , "" but you core pay for my duinkes","said John , "" but you can pay for my drinks",n04-149-05
"f you want to , as long as yoin hup of","if you want to , as long as you keep off",n04-149-06
"Good-dul One for the gist-rom , dashing , and",""" Good-oh ! One for the grill-room , darling , and",n04-156-00
"tell Geerge to bring in the beak cu joaur . ""","tell George to bring in the 6carte du jour . """,n04-156-01
Buuinkeny war a manif tis word . Ho hept,Bawley was a man of his word . He kept,n04-156-02
"away frm Sernice mathers , was an excellent","away from Service matters , was an excellent",n04-156-03
hest and a splendid raccntee . The eveming,host and a splendid raconteur . The evening,n04-156-04
pussed all too quichly . As they pasted in,passed all too quickly . As they parted in,n04-156-05
"the restibule , the twomee were well",the vestibule the two men were well,n04-156-06
disposed towards one andther .,disposed towards each other .,n04-156-07
""" Ever ben to Fhut Stret ? ashed Bawly .",""" Ever been to Fleet Street ? "" asked Bawley .",n04-163-00
You should (ert time you ve in Toun,""" You should . Next time you 're in Town",n04-163-01
give me a ving at this nuumber and ! 'I,give me a ring at this number and I 'll,n04-163-02
take yen rouind to the pubs where most,take you round the pubs where most,n04-163-03
of the work is done . He held out a card .,"of the work is done . "" He held out a card .",n04-163-04
Oohuu took it and put it in his pochet .,John took it and put it in his pocket .,n04-163-05
"' Thanks , he said . "" If ever my missus",""" Thanks , "" he said . "" If ever my missus",n04-163-06
leto me off the chain Iill take yer,lets me off the chain I 'll take you,n04-163-07
Ever been out in a submarine ? I'll give,Ever been out in a submarine ? I 'll give,n04-171-00
"you a spin round one of these days , if you","you a spin round one of these days , if you",n04-171-01
"likte , you could write it up . "" Bawley made a face .","like . You could write it up . "" Bawley made a face .",n04-171-02
""" Not in Pericles , old man . "" "" Why not ? """,""" Not in Pericles , old man . "" "" Why not ? """,n04-171-03
""" Betty ash Robbie thuagard . "" "" What's he been",""" Better ask Robbie Munyard . "" "" What 's he been",n04-171-04
"saying ? "" Jolem was furions . The little sqist !","saying ? "" John was furious . The little squirt !",n04-171-05
To go gassing to a newspaper man !,To go gassing to a newspaper man !,n04-171-06
""" Looe ! ' he went on earneslly . "" Yon ' are not going",""" Look ! "" he went on earnestly . "" You 're not going",n04-183-00
"to write uys Poricles in some way or other , are","to write up Pericles in some way or other , are",n04-183-01
"you ! "" "" What is there to write up ! "" saaid","you ? "" "" What is there to write up ? "" said",n04-183-02
"Bawley . "" There are forly - three subomarines in","Bawley . "" There are forty-three submarines in",n04-183-03
"the oewy - why should I pick on leriles ? ""","the Navy - why should I pick on Pericles ? """,n04-183-04
"Jolm ayed him steadily . "" It's the Prrcifal","John eyed him steadily . "" It 's the Parcifal",n04-183-05
"business , in't it ? "" he said queetly .","business , isn't it ? "" he said quietly .",n04-183-06
""" I don't want it te Rappen again , "" paid Barwlay-",""" I don't want it to happen again , "" said Bawley -",n04-190-00
""" more so then ever since I met you . """,""" more so than ever since I met you . """,n04-190-01
""" What did Mungerd say ?! "" "" The Inort - hull",""" What did Munyard say ? "" "" The Snort - hull",n04-190-02
"fitting fractured . "" "" Iupposing I was to tell you that","fitting fractured . "" "" Supposing I was to tell you that",n04-190-03
we 'we had ricles' entire Suort equipment remored,we 've had Pericles' entire Snort equipment removed,n04-190-04
and K-rayed and that it was as sound as a bellt ',"and X-rayed and that it was as sound as a bell ? """,n04-190-05
""" Mungard didn't tell sre that . But I rust confers",""" Munyard didn't tell me that . But I must confess",n04-195-00
iI 'm relieved . But it still doesn't do away,I 'm relieved . But it still doesn't do away,n04-195-01
"will the possibibity of fanlty design . "" He held","with the possibility of faulty design . "" He held",n04-195-02
"out his hand . "" Maybhe I will take a trip with you","out his hand . "" Maybe I will take a trip with you",n04-195-03
"one of these days , "" he said . ' In the meantime","one of these days , "" he said . "" In the meantime",n04-195-04
'll tell may editor that the story's a dead bird .,I 'll tell my editor that the story 's a dead bird .,n04-195-05
Glad I met you . Don't forget to give me a ring-,Glad I met you . Don't forget to give me a ring -,n04-202-00
"anytime - lenodk toice and art for Bawlay , what ! '""","any time - knock twice and ask for Bawley , what ? """,n04-202-01
""" I don't kaw whes that will be , "" said dobn .",""" I don't know when that will be , "" said John .",n04-202-02
""" I shall be busy for ahite , cleaning up after",""" I shall be busy for a while , cleaning up after",n04-202-03
"Master bloody Munyard . "" THRE were six submarines ,","Master bloody Munyard . "" THERE were six submarines ,",n04-202-04
lying in pairs alongside the jelly at Ford Blothouse .,lying in pairs alongside the jetty at Fort Blockhouse .,n04-202-05
Blac2 and grimly businesstitvee they both looded and,Black and grimly businesslike they both looked and,n04-202-06
"sounded , for all of them were nembling as they","sounded , for all of them were rumbling as they",n04-202-07
charged their electric batteries .,charged their electric batteries .,n04-202-08
A light wind cofted the smode of diesel exhaust in,A light wind wafted the smoke of diesel exhaust in,n04-209-00
through the open windows of the Captain's house . It,through the open windows of the Captain's house . It,n04-209-01
pervaded every room but meither Hoaury nor Madelaine,pervaded every room but neither Harry nor Madeleine,n04-209-02
Turton noticed its existence as they sat in sifence oiver,Turton noticed its existence as they sat in silence over,n04-209-03
a subtantial brealfost . Although usually a very,a substantial breakfast . Although usually a very,n04-209-04
ballative lady Madeleine respected hen huwband ' s,talkative lady Madeleine respected her husband's,n04-209-05
"silences , for she knew they betokened a worry of","silences , for she knew they betokened a worry of",n04-209-06
There had been many such brealfasts lately since the,There had been many such breakfasts lately since the,n04-213-00
offair of Pansidal . Harry had last a good deal of weghnt .,affair of Parsifal . Harry had lost a good deal of weight .,n04-213-01
"His normal placid and steacde-going mammer remained ,","His normal placid and steady-going manner remained ,",n04-213-02
but she could se that it no longer came naturally .,but she could see that it no longer came naturally .,n04-213-03
It is the common lot of all squadron Snion Officers,It is the common lot of all Squadron Senior Officers,n04-213-04
"to experience such catastrophes as the loss of a submarine ,","to experience such catastrophes as the loss of a submarine ,",n04-213-05
thoughiin peace time these happenings are few and,though in peace time these happenings are few and,n04-213-06
This io the testing time for all . The offair blows up into,This is the testing time for all . The affair blows up into,n04-218-00
a mational disaster and then when it is all over life,a national disaster and then when it is all over life,n04-218-01
must comtinue as before . During this period the Captain,must continue as before . During this period the Captain,n04-218-02
must present an uimffled appearance and carry on as,must present an unruffled appearance and carry on as,n04-218-03
if nothing unusual has happened . Harry Furton had,if nothing unusual has happened . Harry Turton had,n04-218-04
"written letters to the bereaved , had visited many in the","written letters to the bereaved , had visited many in the",n04-218-05
"locality , had been interviewed by the Press , had driven","locality , had been interviewed by the Press , had driven",n04-218-06
his surviving submarines a good deal harder than,his surviving submarines a good deal harder than,n04-218-07
usual and in fact had applied all the usual specifics,usual and in fact had applied all the usual specifics,n04-218-08
He racle down to where I was waillg . I was,He rode down to where I was waiting . I was,n06-074-00
thinly what a shill he had for reachy,thinking what a skill he had for reading,n06-074-01
"my mind . "" This would he as goucd a place","my mind . "" This would be as good a place",n06-074-02
"for a hold-up as amy , ' he said , reiing in","for a hold-up as any , "" he said , reining in",n06-074-03
"new me . ' Yes , "" I sald . "" It'eD be here to-","near me . "" Yes , "" I said . "" It 'll be here to-",n06-074-04
"morrow as likely as not . ' Ipaned . "" Miss","morrow as likely as not . "" I paused . "" Miss",n06-074-05
"Jeanncc 'll be on that couch , Dan . ""","Jeannie 'll be on that coach , Dan . """,n06-074-06
""" Yes , "" he said . "" IlenEw . "" "" No herm must cone",""" Yes , "" he said . "" I know . "" "" No harm must come",n06-082-00
"to her , Dasn . "" "" She 'll be dll riifut . I s the","to her , Dan . "" "" She 'll be all right . It 's the",n06-082-01
men who'll be after that couch I'm indrosted,men who 'll be after that coach I 'm interested,n06-082-02
"in , Johong . "" "" I tnw . But if lead serts","in , Johnny . "" "" I know . But if lead starts",n06-082-03
"Plhying she rughet he in daner . "" "" Thary so .","flying she might be in danger . "" "" That 's so .",n06-082-04
But Irecton they'll he wo bung mhoclny ct,But I reckon they 'll be too busy shooting at,n06-082-05
us to bother with the couch and the follys,us to bother with the coach and the folks,n06-082-06
"' Hayhe , "" I said . "" But we've got to rementher",""" Maybe , "" I said . "" But we 've got to remember",n06-092-00
"that jurl all the tine , Pan : I leel hind","that girl all the time , Dan . I feel kind",n06-092-01
"of resporintle for hes . "" "" Oif couse , "" he said ,","of responsible for her . "" "" Of course , "" he said ,",n06-092-02
giving me one of his sange lales . Then he,giving me one of his strange looks . Then he,n06-092-03
"turned the covervatton . "" let )s vicde wer","turned the conversation . "" Let 's ride over",n06-092-04
and hauve a loulk ct the miving camp .,and have a look at the mining camp .,n06-092-05
After all it b them weke supporecd to be,After all it 's them we 're supposed to be,n06-092-06
"working for , as well as the tonusfolk and","working for , as well as the townsfolk and",n06-092-07
With somethiny of a start I remenhered the,With something of a start I remembered the,n06-100-00
man who 'd brought us into this busines .,man who 'd brought us into this business .,n06-100-01
""" Heybe you don't know about Appleton ,",""" Maybe you don't know about Appleton ,",n06-100-02
"Dm ? "" "" Inow What ? "" mat hey dead , ""","Dan ? "" "" Know what ? "" "" That he 's dead , """,n06-100-03
I said . I watched him tecame I was alwoys,I said . I watched him because I was always,n06-100-04
fascinated by the wany he looked when you,fascinated by the way he looked when you,n06-100-05
"tied to sumprise tum . "" Peacd ? "" he said . ' Yes .","tried to surprise him . "" Dead ? "" he said . "" Yes .",n06-100-06
Dead . Juuffled ont of the cleck  Plarned,Dead . Shuffled out of the deck . Blasted,n06-100-07
down with a shotyun outrie the Palace,down with a shotgun outside the Palace,n06-100-08
""" Fenton cr tomers , "" he sicd . "" Or the Town",""" Fenton or Somers , "" he said . "" Or the Town",n06-111-00
"parshal , "" I added . His face was Pitecd ,","Marshal , "" I added . His face was fixed ,",n06-111-01
"unseadable as a rock . "" lett gut over to the","unreadable as a rock . "" Let 's get over to the",n06-111-02
"mivning lamp , "" he suid apuptly . Ie wheeled","mining camp , "" he said abruptly . He wheeled",n06-111-03
